,Artist,Album,Release Date,Lyrics
Sorry,Alex G,DSU,"{'year': 2014, 'month': 6, 'day': 17}","I'll get my cure
Wait in the car
I won't remember
Who you are
I won't remember
Who you are
I'll get my cure
Wait in the car
I won't remember
Who you are

I look at you
And feel the same
Could you forgive me
For that pain?
Could you forgive me
For that pain?
I look at you
And feel the same
Could you forgive me
For that?

Pariah kid
Lost in a game
Can you forgive me
For that pain?
Can you forgive me
For that pain?
Pariah kid
Lost in a game
Can you forgive me
For that?"
Proud,Alex G,Rocket,"{'year': 2017, 'month': 4, 'day': 4}","I'm so proud of you
And everything that you do
Doesn't matter what they say
They ain't worth a dollar in change
Wish I could be strong like you
Wish I had something to prove
Wanna be a star like you
Wanna make something that's true

If I sink
I don't wanna be the one to leave my baby out without no bottle to drink
If I sink
I don't wanna be the one to leave my baby down without no money in her bank

I wanna be a fake like you
Walk around with rocks in my shoes
I just wanna play the game
Big and fat and insane
I'm so proud of you
And everything that you do
Doesn't matter what I said
I'm better off dead

If I sink
I don't wanna be the one to leave my baby out without no bottle to drink
If I sink
I don't wanna be the one to leave my baby down without no money in her bank

If I sink
I don't wanna be the one to leave my baby out without no bottle to drink
If I fuck up
Oooh"
Memory,Alex G,Trick,"{'year': 2012, 'month': 11, 'day': 6}","I was waiting for a baggie
A powder bunny
I have a buddy I grew up with
He hooked it up for me
I'm helpin' it my own way
When I'm stuck in bed
A little more than a memory
Sticks in my head

I really like the game we played
You left the CD here
A lot of positive messages
And something left unclear

Oh, I know, it's all in the Bible!)
You ever think about space? What is it?)
Is it really endless?)
I mean, if you had a spaceship, could you go flyin' and flyin' through space forever?)"
Powerful Man,Alex G,Rocket,"{'year': 2017, 'month': 5, 'day': 1}","Davey broke the law again
Heard this time he's going to the pen
Guess I didn't need my lunch
'Cause I was going to miss him a whole bunch
Maybe he was out of line
But he was still a pretty close friend of mine
Maybe he had hurt me bad
But a brother is a brother and that is that

Mom's in a mood this week
'Cause she thinks that her family is going crazy
Guess it started with the baby
She went in for a hug, then it bit her on the cheek
That was pretty funny to me
But I guess I should have more sympathy
I never raised a kid
But I bet I'd do a good job if I did

Had a dream about a promised land
Walkin' 'round with a big gun in my hand
And when I look you in the eye
You're gonna tell me that you love me and hold me tight
'Cause you know that I have no fear
Ain't gonna walk into the river and disappear
I'm gonna be a powerful man
Red blood running down the broken sand
I couldn't tell you
What it means to me"
Bug,Alex G,Beach Music,"{'year': 2015, 'month': 10, 'day': 9}","He doesn't know me
No pain for my gain
Callin' my cellphone
No time for that shame
A yes man
You know I love you back, kid
But I skid
I never knew ya
You know I got your back, kid
But I fib
I'm flyin' through ya

And when you go there
You stay there
Bug in the crosshair
You stay there

A fuck brain
Just tryin' to get himself paid
But behave
A big pain
But love him all the damn same

Bug in the crosshair
Bug in the crosshair"
Salt,Alex G,Beach Music,"{'year': 2015, 'month': 10, 'day': 9}","Into my big cloud
I'm flying all the time
I'm happy
Into your bedroom
I'm watching your backside
I'm trying
Out through my window
I'm deeper all the time

Did you hear what I said?
I got salt in my head
Did you hear what I said?
I got salt in my head

Dont make me hurt you
I'm watching you from here
I'm happy
Eyeing and tapping
A wrecking ball of fear
I'm lying
Dont take me with you
I'm happy where I am

Today I washed my hands
I want to be alone
I want to fry
Today I washed my hands
I want to be alone
I want to fry
Today I washed my hands
I want to be alone
I want to fry
Today I washed my hands
I want to be alone
I want"
Miracles,Alex G,God Save the Animals,"{'year': 2022, 'month': 9, 'day': 8}","I see great waves coming our way
Beautiful sunsets on lost and lonely days
Infinite futures become a single past
Everyone whimpers, nobody lasts

You say one day that we should have a baby, well
Right now, baby, I'm struggling, we'll see, yeah
You say one day we should have a baby, well
God help me, I love you, I agree, yeah

After all, there's no way up from apathy, yeah
You and me, we got better pills than ecstasy

They're miracles and crosses
Miracles and crosses, miracles and crosses, yeah

How many more songs am I supposed to write before
I should turn it off and say goodnight?
How many more songs am I supposed to write before
I can turn it off and say goodnight?

I have fears that I have not addressed, she says
Some things from my past make me feel powerless, well
Baby, I pray for the children and the sinners and the animals too, and I
I pray for you""

After all, there's no way up from apathy, yeah
You and me, we got better pills than ecstasy
They're miracles and crosses
Miracles and crosses, miracles and crosses
Miracles and crosses, miracles and crosses
Miracles and crosses, miracles and crosses, yeah"
In My Arms,Alex G,House of Sugar,"{'year': 2019, 'month': 9, 'day': 13}","I take it in, I do without
I never care what we talk about
Pull up the car outside the house
Took out the seats so we could lie down

You know who was in my arms
You know who was in my arms

He laid his head back on my chest
Once had a wife, now nobody's left
You said the song makes you wanna do bad things, yeah
You know good music makes me wanna do bad things

You know who was in my arms
"
Adam (Bonus Track),Alex G,Trick,"{'year': 2015, 'month': 3, 'day': 24}","A twenty dollar bet
Adam won't get
His lunchbox back
I took it
An hour ago
He's cryin' in the snow
I'll never let it go
I hope
When Adam goes home
He hides it from his mom
He thinks of me alone
And when
We're swimmin' at the Y
I'll splash him in the eye
I'll dunk him till he cries
I'll make
A twenty dollar bet
Adam won't get
His lunchbox back
I took it
An hour ago
He's cryin' in the snow
I want him so"
Mis,Alex G,Rules,"{'year': 2012, 'month': 1, 'day': 16}","She just doesn't wanna see me tonight
Not for a minute
Not for a second
She says nothin' here for you to make right""
I said I miss you so bad""
She says
I guess I don't need her around
I just do what I do best when I'm down
Paint the problem
Into a picture
Twist my arm till I make a sound
I said I miss you so bad""
She says"
In Love,Alex G,Beach Music,"{'year': 2015, 'month': 10, 'day': 9}","Well I know what I am
Uncertain at best
Foolish until
I came to
On an evening with you
Is it living a lie
Certain
I'm sitting in love
Talking in love
Waiting in love
Well I won't rock the boat
I don't buy just to sell
I swallow my pride
Running to
You are my moon
I will follow you down
Down Darby Creek crying
I'm running in love
Losing in love
Scratching in love
Wired in love"
People,Alex G,Trick,"{'year': 2012, 'month': 11, 'day': 6}","I don't love anyone but myself and Marty
'Cause he holds my money
I wanna be anything on TV, I wanna be famous
Do you think they want me?

I'll clean up while you're at work
Matching socks and ironed shirts
Sarah shows me how you want it
I took my favorite pill on Monday, it made me go backwards
Do you wanna feel good?
I made a special drink for myself and I'm gonna drink it
All by myself"
Come Back,Alex G,Rules,"{'year': 2012, 'month': 1, 'day': 16}","I really didn't think that it would stain like this
I really didn't think that it would stain like this
Took my medicine, then spit it on the ground
The fingers down my throat, they make a gurgle sound
The slimy little pill is keeping you around
Wish I could come back down
Wish I could come back down
Wish I could come back down
Something creepy buried right below the skin
Yeah, you said you'd cut it out if I won't let you in
Yeah, you said you'd cut it out if I won't let you in
She said she was sorry, but I didn't really care
Yeah, I didn't get it right but I was almost there
Yeah, I didn't get it right but I was almost there
Wish I could come back down
Wish I could come back down
Wish I could touch the ground
Wish I could touch the ground
Wish I could come back down
Wish I could come back down"
The Same,Alex G,Race,"{'year': 2010, 'month': 1, 'day': 1}","I was the only kid in the world, I thought I knew
What it meant to you
But I'm wrong
I'm wrong, I'm wrong
I'm not okay
In fact, I'm sick today, I'm on the floor
It's such a bore, it's
Nothing new
To you
I'll be downstairs, let me do my hair
And put my makeup on, it feels so wrong
You say
Rock on""
I'm not the same
Everybody wants you, yeah
Everybody loves you
Your smile, your teeth, your hair
They don't know you're not there
They don't know you're not there
Too fast, too slow, too late
You are never gonna make it
You're never gonna make it
I'm not the same)"
Sportstar,Alex G,Rocket,"{'year': 2017, 'month': 5, 'day': 4}","If you want me, I'll call
If you want me to fall
I'll fall
My dream
Let me play on your team
I'm clean
Let me tie your Nike's
Holding on for sport star
Let me wear your jersey
If you want to hurt me
Hurt me
I play how I wanna play
I say what I wanna say
I play how I wanna play
I say what I wanna say
I play how I wanna play
I say what I wanna say
I play how I wanna play
I say what I wanna say
Sport star
In the back of my car
Could you hit me too hard?
You're scarred
Sport star
I can hear your echo
Pass go
Driving on my white throne
 to sport star
If I make it back on
I don't wanna live long
Just strong"
S.D.O.S.,Alex G,God Save the Animals,"{'year': 2022, 'month': 9, 'day': 23}","Naked in my innocence
Tangled in my innocence
Naked in my innocence
Tangled in my innocence
Naked in my innocence
Tangled in my innocence
Naked in my innocence
Tangled in my innocence
Naked in my innocence

God is my designer
Jesus is my lawyer
Curled up in the shower
High above the tower"
Cow,Alex G,House of Sugar,"{'year': 2019, 'month': 9, 'day': 13}","I see the red sky
Beyond our state line
Over mama's minivan
Rushing to work on time
I see the red sky
You always ask me why
I find myself on corners
Every once in awhile

You big old cow
You draw me out
Lie on the ground
Kiss on the mouth

I dream a deep sea
That it should swallow me
And pitch me up on some wave
Put me down tenderly
Yes, I believe I made out fine
And yes, it's true
I never loved nobody
The way that I love you

You big old cow
You draw me out
Lie on the ground
Kiss on the mouth


You big old cow
You draw me out
Don't put me down
Don't put me down"
Mission,Alex G,God Save the Animals,"{'year': 2022, 'month': 9, 'day': 23}","I've run the whole world round
Too late to slow down now
I'm not the man you've been missing

I was trained to stick to the mission
I was trained to keep it on track, yeah

I was asleep like a child
I walked the idiot mile
I flinched at the switchblade switching

I did good, I stayed out of the kitchen
I did good, I kept it on track, yeah

Hey, look in the mirror
Ain't gonna right your wrong
With a stupid love song

I've lived a whole damn life
I've kept my mission tight
Send my message to the chief, say

I did good, I stayed out of the heat
I did good, I kept it on track, yeah
I was trained to stick to the mission
I was trained, I kept it on track, yeah

Hey, look in the mirror
Ain't gonna right your wrong
With a stupid love song"
After All,Alex G,God Save the Animals,"{'year': 2022, 'month': 9, 'day': 23}","After all
People come and people go away
Yeah, but God with me, he stayed
Yeah, but God with me, he stayed
After all
Things may come and things may go away
Yeah, but God with me, he stayed
Yeah, but God with me, he stayed

There are rooms where I can't hang my head
There are tears that I can't cry
In the years you feel the most alone
You will build the walls I climb

After all
People comе and people go away
Yeah, but God with mе, he stayed
Yeah, but God with me, he stayed
After all
Things may come and things may go away
Yeah, but God with me, he stayed
Yeah, but God with me, he stayed

Were you young when you lost innocence?
Did the world feel so unkind?
Well the years have passed and I can say
That a love will come in time

People come and people go away
Yeah, but God with me, he stayed
Yeah, God with me he stayed
After all
Things may come and things may go away
Yeah, but God with me, he stayed
Yeah, God with me he stayed"
Ain’t It Easy,Alex G,God Save the Animals,"{'year': 2022, 'month': 9, 'day': 23}","Yeah, yeah, yeah

Come home to me
Reruns on TV
Now you sit with me I keep you safe
And you listen to me everyday
Season premiere
I have no more fear
No more judges, no more medicine
Let me talk to you and take you in

Aint it easy
Ain't it easy, ain't it easy, ain't it easy
Ain't it easy, ain't it easy, ain't it easy
Ain't it easy, ain't it easy, ain't it easy
Ain't it easy, ain't it easy, ain't it easy
If you come back to mе)

I should have known
That you had lost control
Working every night until thе dawn
Find you sleeping with the headlights on

Ain't it easy
Ain't it easy, ain't it easy, ain't it easy
Ain't it easy, ain't it easy, ain't it easy
Ain't it easy, ain't it easy, ain't it easy
Ain't it easy, ain't it easy, ain't it easy"
Immunity,Alex G,God Save the Animals,"{'year': 2022, 'month': 9, 'day': 23}","Ooh
Yeah, yeah
Yeah, yeah
Ooh

I have to put the cocaine in the vaccine
Walk out of the doctor with immunity
Life of revelation catching up with me
Go to bed at midnight, waking up at three
What your mother gave you, you can give to me
I have to put the cocaine in the vaccine
Walk out of the doctor with immunity
Life of revelation catching up with me
Yuh, yuh, ooh

Accident in Kansas, call you back soon I-
Yeah, I'm in love with you
Yeah, I love you
Judy loves the fish scale
Judy, I love you
Yeah, she's a firefighter
Yеah, she can never losе
Accident in Kansas, call you back soon I-
Yeah, I'm a firefighter
Yeah, I can never lose
Baby I'm in trouble got a new number
Yeah I'm in love with you
Yeah I'm in love with you"
House,Alex G,Race,"{'year': 2010, 'month': 1, 'day': 1}","Yeah, you're a loaded gun
So, don't worry honey, you'll go right back
Where you started from
Benny saved, saved a spot for you
'Cause he knows you're comin' back, honey
'Cause you always come back
And you can't talk to him like that
'Cause he's gonna hurt you bad
Honey, I bet you my spot in hell
I don't know where it is you go
But I know he's going through your heart, honey
And straight to the house of god
I know you're still here and you wish you could feel it
I see you on a big screen and you're lookin' sick to your stomach
Look at you
You look so confused
And I remember when you complained about being alone
I could do anything to you
I could do anything for you
I could do anything to you"
Poison Root,Alex G,Rocket,"{'year': 2017, 'month': 5, 'day': 17}","Oh, look, the poison root
Dug it up from the poison tree
Dug it up from the poison tree
Crushed it up and boiled my tea
Crushed it up and boiled my tea
Now I know everything
Now I know everything
Now I know everything
Now I know everything
Oh, look, the poison root
Oh, look, the poison root
Dug it up from the poison tree
Dug it up from the poison tree
Crushed it up and boiled my tea
Crushed it up and boiled my tea
Now I know everything
Now I know everything
Now I know everything
Now I know everything
Now I know everything
Now I know everything
Now I know everything
Now I know everything
Now I know everything"
