,Artist,Album,Release Date,Lyrics
Bad Self Portraits,Lake Street Dive,Bad Self Portraits,"{'year': 2014, 'month': 2, 'day': 8}","I bought this camera
To take pictures of my love
Now that he's gone
I don't have anybody to take pictures of
A lonesome highway
Is a pretty good subject
I'm gonna make myself make use of this thing

Hooooh)
I'm taking landscapes
Hooooh)
I'm taking still lifes
Hooooh)
I'm taking bad self portraits
Of a lonely woman

I've spent my life
So lost on lovin'
I could have been a painter or a president
But after  years
I should be good at something
Gone are the days of me being so reticent

Hooooh)
I'm taking night classes
Hooooh)
I'm making sculptures
Hooooh)
I'm painting bad self portraits
Of a lonely woman

Whoo ooh ooh)
Ohh ohh
Whoo ooh ooh)
Ohh ohh ohh yeah yeah
Whoooo ooooh ooooh)
Ohh oh oh oh yeah
Whoo ooh ooh ooh ooh ooh ooh)
Whoo ooh ooh ooh ooh ooh ooh)
Ooh ooh ooooh ooooh ooooh)

I bought this camera
To take pictures of my love
Now that he's gone
I don't know what to do with this thing, well
I don't care about the time or money
I just never thought that I'd be
Through with this love
Hooooh)
Stuck taking landscapes
Hooooh)
Stuck taking still lifes
Hooooh)
Stuck making sculptures
Hooooh)
II'm out here taking bad self portraits
Of a lonely woman
Bad self portraits of a lonely girl
Sad self portraits of a lonely woman

Whoo ooh ooh)
Whoo ooh ooh)
Ohhhhh
Oohhhhh)
Ooh yeah, yeah, yeah
Ohhhhh
Yeah, ohh ohh, yeah
Whoo ooh ooh)"
Rich Girl,Lake Street Dive,Fun Machine,"{'year': 2012, 'month': 5, 'day': 29}","You're a rich girl, and you've gone too far
'Cause you know it don't matter anyway
You can rely on the old man's money
You can rely on the old man, honey
It's a bitch, girl, but you're gone too far
'Cause you know it don't matter anyway
Say money, but it won't get you too far
Get you too far

And don't you know
Don't you know, yeah
That it's wrong to take what is given you?
So far gone, on your own, yeah
You can get along if you try to be strong
But you'll never be strong

Oh, you're a rich girl, and you've gone too far
'Cause you know it don't matter anyway
You can rely on the old man's money
You can rely on the old man, honey
It's a bitch, girl, and you've gone too far
'Cause you know it don't matter anyway
Oh, say money, but it won't get you too far
Get you too far
Rich girl
Rich girl
Rich girl
Rich girl
Rich girl)

High and dry and out of the rain, yeah
Oh, it's so easy to hurt others when you can't feel pain
And don't you know that a love can't grow
'Cause there's too much to give, 'cause you'd rather live
For the thrill of it all, oh

You're a rich girl rich girl), and you've gone too far
'Cause you know it don't matter anyway rich girl)
You can rely on the old man's money
You can rely on the old man, honey
It's a bitch, girl bitch, girl), but you've gone too far
'Cause you know it don't matter anyway bitch, girl)
Say money, but it won't get you too far
Say money, but it won't get you too far
Say money, but it won't get you too far
Get you too far
And you say
You can rely on the old man's money
You can rely on the old man, honey

You're a rich girl a rich girl), a rich girl
You're a rich girl, yeah, oh, no
You're a rich girl, yeah
You're, oh oh oh oh, yeah
You're a rich girl rich girl), and you've gone too far
'Cause you know it don't matter anyway
Well, you can rely on the old man's money
You can rely on the old man's money
You're a rich girl rich girl), you're a rich girl
Oh, you're a rich bitch girl, yeah, yeah
Oh oh, you're a rich girl, and you're gone
Yeah"
Nobody’s Stopping You Now,Lake Street Dive,Obviously,"{'year': 2021, 'month': 1, 'day': 13}","Lay down good, the summer's coming on
Take off your makeup and take off your shoes
Trade in a dress for something oversized
And let your mind go wherever you choose

Don't try to be a woman anymore
Nobody's taught you how
Skin your knees and throw punches in the air
Nobody's stopping you now
It's okay to step away from the crowd
Nobody's stopping you now

You're on the cusp of an obsession
Time is not on your side
All winter trying for perfection
But somehow, you're never satisfied

And that hunger'll last you for a lifetime
Until you learn how to set it down
Sip the nectar from a honеysuckle bush
'Cause nobody's stopping you now
It's okay to let thе real you out
Nobody's stopping you now

It's okay to let the real you out
Nobody's stopping you now
Nobody's stopping you now

Lay down good and rest your weary head
I know you'll make it through somehow
Dip your toes down deep into the riverbed
'Cause nobody's stopping you now
It's okay to sing it right out loud
Nobody's stopping you now Nobody's stopping you now, nobody's stopping you now)

It's okay to sing it right out loud Nobody's stopping you now, nobody's stopping you now)
Nobody's stopping you now Nobody's stopping you now, nobody's stopping you now)
Nobody's stopping you now Nobody's stopping you now, nobody's stopping you now)
Nobody's stopping you now, nobody's stopping)"
Making Do,Lake Street Dive,Obviously,"{'year': 2020, 'month': 9, 'day': 30}","To the next generation, merry Christmas
You're working harder than ever now and the coffee sucks
You know Colombia and Kenya got too damn hot
And now you're making do with what you've got

Everybody knew
Reading all the same headlines
Blowing through the traffic signs
Looking for the cops
But what could you do?
Can't you see it clear as glass?
Going through it if we crash
But we're never gonna stop
Killer waves and riots
Coming to the coastline soon
Counting up the new typhoons
Quicker than kilowatts
How could you deny it?
Living like your eyes are shut
I guess it's hard to be a human
It's еven harder to be not
Whеn you're making do with what you've got

Where are all the heroes?
Perfect teeth glistening
Big strong chins
Shooting for the moonshots
Like going sixty to zero
Slowing down few and far between
Everything true it seems like we forgot
I don't wanna lie
What do I say to my baby girl?
Leaving her with half a world
That we coulda done a lot?
I just wanna die
If she wants what she can't become
And she can't blame anyone
Because it's no one's fault
When you're making do with what you've got

You've gotta make it do a lot more than ever
And you don't even know what you've lost
A perfect paradise of too many guilty pleasures
And you pay the cost, you pay the cost

To the next generation, merry Christmas
You're working harder than ever now"
You Are Free,Lake Street Dive,Free Yourself Up,"{'year': 2018, 'month': 5, 'day': 4}","You don't need a team of lawyers looking for evidence
You don't need a piece of paper trying to prove your intent
To be free
You don't need to look back, easy, if you said what you meant
You don't need your heart running at a hundred percent
All you need

I don't need a deposition to believe what you said
I don't need a crystal ball to hear the thoughts in your head
I can see
I don't need a judge and jury to determine our fate
I don't need a priest to tell me that you ain't been a saint
All we need is me

I'm tired of hearing 'bout your flaws
And all the broken laws
And the hearts you've left behind
It's not up to you to make up my mind

So free yourself up to love me
Just love me like a good man
Free yourself up to love me
If you can
So free yourself up to love me
Just love me like a good man
Free yourself up to love me
If you can

You don't need to call a doctor, show me where you've been cut
You don't need to call a locksmith, I can tell the door's shut
Where's the key?
I don't need to see a lineup, I know who's been involved
Don't you turn yourself in, you know the crime has been solved
You are free, you are free

I'm tired of hearing 'bout your flaws
And all the broken laws
And the hearts you've left behind
Well, it's not up to you to make up my mind
And if in hindsight it's a mistake, at least we tried

Free yourself up to love me
Just love me like a good man
Free yourself up to love me
If you can
Free yourself up to love me
Just love me like a good man
Free yourself up to love me
If you can
Free yourself up to love me
Just love me like a good man
Free yourself up to love me
If you can
Free yourself up to love me
Just love me like a good man
Free yourself up to love me
If you can
Free yourself up
Love me like a good man
Free yourself up
Well love me, well love me like a good man
If you can
Love me like a good man"
Seventeen,Lake Street Dive,Bad Self Portraits,"{'year': 2014, 'month': 2, 'day': 18}","Ooh, ooh
Ooh, ooh

Look at those lights behind the trees
Don't the highway sound like the ocean?
Lookin' at you right next to me
The stillness feels like commotion
I got the feelin'
You got the feelin'
Don't you know what I mean?

Giddy like high school down by the pool
At the hotel in Reseda
If I didn't know all the things you've done
I'd swear that I need ya
I got the feelin'
You got the feelin'
But I know where you been

I wish I would have met you
When I was seventeen
Before I seen the things that I've seen
Before I learned to look behind the screen
I think we could have had a good time
Oh, oh
Oh, oh

Well I used to get down in any town
Any time I got the notion
Follow each girl to the end of the world
You know, I never looked down
But now I'm up above with the feelin' of love
I got my arms around you
But the weight of the band on my left hand
You know it keeps me on the ground
Baby, I got the feelin'
You got the feelin'
Don't you know what I mean?

I wish I'd met you
When I was seventeen
Before I kept my hands so clean
Before you went and made some fool your queen
I think we could have had a good time
Oh, yeah
Oh, yeah
Oh, oh
Ooh, oohooh
Ooh, oohooh
Ooh, ooh
Ooh
Ooh
Ooh"
My Heart’s In Its Right Place,Lake Street Dive,Lake Street Dive,"{'year': 2010, 'month': 11, 'day': 9}","Walk four blocks
Quicken your pace 'til you're tumbling
Lost my socks
Thought I had bet on a sure thing
Worn through Keds
Have nothing on drunk desperation
It depends
On just how much you want to take on

Who needs friends
Who think you're just someone to flake on?
Conventions
Could use a good Saturday break from

Left behind on Water Street, you
Ought to see the twos and threes you
Were relyin'
That's when I fly in

You may find that it's hard to just trust me
In this frightening Friday night race
Can you tell that my chivalry's rusty?
Don't be scared, 'cause my heart's in its right place


Relishing in lows and highs, I
Ought to see the four and fives I
Was ignoring
That's when you horn in

You may find that it's hard to just trust me
In this frightening Friday night race
Can you tell that my chivalry's rusty?
Don't be scared, 'cause my heart's in its right place
You may find that it's hard to just trust me
In this frightening Friday night race
Can you tell that my chivalry's rusty?
Don't be scared, 'cause my heart's in its right place
You may find that it's hard to just trust me
In this frightening Friday night race
Can you tell that my chivalry's rusty?
Don't be scared, 'cause my heart's in its right place"
Neighbor Song,Lake Street Dive,Lake Street Dive,"{'year': 2010, 'month': 11, 'day': 9}","Their love is rattling my tables and my chairs
Keeping me awake
The love they make, it's keeping me awake
While I'm just trying to get some sleep
On the ground floor
I don't mind my neighbors making love upstairs
'Cause I was once the lover making all my neighbors scared
You and me
Thundering the floorboards with our power and our force
While they're just trying to get some sleep
On the ground floor
I can hear my neighbors making love upstairs
Their love is amplifying all of my despair
'Cause I was once a lover
Now I have to listen to my neighbors
Making love upstairs
From down on the ground floor
From down on the ground floor
From down on the ground floor
In this city all the humans live in layers
I've got people down the hall
And down the stairs
We all move in and out and live our lives
In stacks and rows and pairs
And try to find someone with whom we can share it
I can hear my neighbors making love upstairs
I wish I didn't have to be so well informed
Of their affairs
But if they have to be doing something
At least they're having fun
Sometimes I forget that all of us are only human
'Cause we're all stacked in rows and columns
And if one of them should fall on me
My neighbors making love upstairs would crush me
I'm down on the ground floor
I'm down on the ground floor
I'm down on the ground floor"
Don’t Make Me Hold Your Hand,Lake Street Dive,Lake Street Dive,"{'year': 2010, 'month': 11, 'day': 9}","Why won't you let me love you in the best way I know?
We won't go out to dinner, and we won't see a show
You'll know just how I love you when I got you alone

Baby, it's true, I'm–
I'm in love, but I'm too shy

People are voyeurs, darling, one thing on their minds
I hear them whisper, darling, and I feel their eyes
Staring at our affection in a way most unkind

Baby, don't mistake me
I'm in love, oh, but please don't make me

Oh now, baby, please don't make me hold your hand
You don't seem to understand how it makes me feel
When people stop and stare
I swear, there are other ways to show it
Baby, please don't make me hold your hand
There are few things I demand of you
It's the one thing that I just won't do
So don't make me hold your hand

Why won't you let me love you where we'll never be found?
Way on some distant island or a hole in the ground
No one will see our lovin' and they won't hear a sound

Oh, baby, I can't show it
I'm in love, I'm in love but no one knows it, oh

Now, baby, please don't make me hold your hand
You don't seem to understand how it makes me feel
When people stop and stare
I swear, there are other ways to show it
Baby, please don't make me, don't make me hold your hand
There are few things I demand of you
It's the one thing that I just won't do
So don't make me hold your hand
Don't make me hold your hand
Don't make me hold your hand"
Dude,Lake Street Dive,Free Yourself Up,"{'year': 2018, 'month': 5, 'day': 4}","Allow me to introduce myself
I am the hottie you roll with, and I
I am a body, a soul, and a mind
Lately, you left me behind

Now we don't seem to talk anymore
We used to kick it like Joe and Obama
Now you just leave me at home playin' mama
You give your friends all your time

Would you like me more
Would you like me more
Would you like me more

If I was a dude
Rollin' with your crew?
Would you give me highfives
If I was a guy?
And in the end, would you wanna be my friend, too?

Take me out to the ballgame, baby
I wanna stay up and party like a lady
I wanna eat all the biscuits and gravy
Lately I've been so very hungry

Come on, let's get back to when we used to be brothers
How did I end up as only your lover?
I want you over and under the covers
I hate how you run when you're done with me

Would you like me more
Would you like me more
Would you like me more

If I was a dude
Would you think I'm cool?
Could I play in your band
If I was a man?
And if I was a dude
Greasy, tailfin crew
Would you think I'm fly
If I was a guy?
And in the end, would you wanna be my friend, too?
And in the end, would you wanna be my friend, too?"
My Speed,Lake Street Dive,Lake Street Dive,"{'year': 2014, 'month': 11, 'day': 10}","Get out of bed 'cause I swear you'll see the death of me
Conﬁned inside this space; it's an empty April curse
In the room under the stairs in this waterlogged land
Where I'm the only one on hand

Let's call a cab, 'cause I swear you'll see the death of me
We're ﬂoating yellow ghosts without thoughts and no remorse
In the room under the stairs in this waterlogged land
Where I'm the only one on hand

I sing you're my speed
Just like staying in the lines
And I'm your speed
Just like turpentine and limes


Turn off the set, 'cause I swear you'll see the death of me
It ﬁgures that we'd see our favorite stars of stage and screen
In the room under the stairs in this waterlogged land
Where I'm the only one on hand

I sing you're my speed
Just like staying in the lines
And I'm your speed
Just like turpentine and limes
And you're my speed
Just like staying in the lines
And I'm your speed
Just like turpentine and limes
And you're my speed
Just like staying in the lines
And I'm your speed
Just like turpentine and limes"
Side Pony,Lake Street Dive,Side Pony,"{'year': 2016, 'month': 2, 'day': 19}","I got a parrot of hair on my shoulder
Its apparent its there, and its bolder
Like I show you my cards, Im no folder
Yes Im a soldier
Against everything square and unsightly
Yes I know I look good, so dont fight me
All I need is a clip or a scrunchie
And then Im ready

Because I rock a side pony
Baby Im just living my life
Because I rock a side pony
I rock a side pony
I rock a side pony
Who doesnt love a side pony?
Baby Im just living my life
Because I rock a side pony
I rock a side pony
I rock a side pony

Since I met you, youve been in my stable
And I see you whenever Im able
Though were keeping it under the table
It aint a fable
Why cant we hide it away in your derby
Were having fun and were keeping it flirty
Everybody might say that its dirty
But dont you worry

Because I rock a side pony
Baby Im just living my life
Because I rock a side pony
I rock a side pony
I rock a side pony
Who doesnt love a side pony?
Baby Im just living my life
Because I rock a side pony
I rock a side pony
I rock a side pony

Lalalalalalala
Lalalalalalala Ride, ride, ride, ride)
Lalalalalalala Ride, ride, ride, ride)
Lalalalalalala Ride, ride, ride)

Baby Im just living my life
Because I rock a side pony
I rock a side pony
I rock a side pony
Because I rock a side pony
Baby Im just living my life
Because I rock a side pony
I rock a side pony
I rock a side pony
Who doesnt love a side pony? Side pony)
Baby Im just living my life Baby I'm just living my life)
Because I rock a side pony Side pony)
I rock a side pony Side pony)
I rock a side pony Baby I'm just living my life)
Because I rock a side pony Side pony)
Baby, I'm just living my life Baby I'm just living my life)
'Cause I rock a side pony Side pony)
I rock a side pony Side pony)
I rock a side pony Baby I'm just living my life)
Because I rock a side pony Side pony)
Baby I'm just living my life Baby I'm just living my life)
Because I rock a side pony Side pony)
Oh, I rock a side- Side pony)
I rock-, rock a side pony Baby I'm just living my life)
Oh Side pony)
Baby I'm just living my life)
Side pony)"
Hang On,Lake Street Dive,Free Yourself Up,"{'year': 2018, 'month': 5, 'day': 4}","We once were luminous lovers, just you and I
We shone as brightly as the stars in the summer sky
My light was only s'posed to shine on another guy
So lover, hang on

I've grown accustomed to the role of the crying one
You brought me to another world where the crying's done
And now the other man's cryin' has just begun
So lover, hang on

Hang on, hang on
Until then I whisper to my lover
Tell him I'll be back again another day
Hang on, hang on
Until then I whisper to my lover
Tell him I'll be back again another day

Our night of luminous love was just a start
We're a brand new binary star, put us on the charts
Lover, hang on, first I've gotta go and break a heart
So lover, hang on

Hate goodbye
Gotta go, baby
Hey that's life
Know that I hate it
Hate goodbyes
Hate long waiting
Ain't no fire like the one that I'm saving
Our night of luminous love was just a start
Summer's gone, winter's waiting)
We're a brand new binary star, put us on the charts
Want you to know I hurt back, baby)
Lover, hang on, first I've gotta go and break a heart
Ain't no fire like the one that I'm saving)
Ain't no fire like the one that I'm savin' for good, baby

Hang on, hang on
Until then I whisper to my lover
Tell him I'll be back again another day
Hang on, hang on
Until then I whisper to my lover
Tell him I'll be back again another day
Hang on, hang on
Until then I whisper to my lover
Tell him I'll be back again another day
Hang on, hang on
Until then I whisper to my lover
Tell him I'll be back again another day"
Doesn’t Even Matter Now,Lake Street Dive,Free Yourself Up,"{'year': 2018, 'month': 5, 'day': 4}","He's a tall drink of gin
With a worldweary grin
And he always says just what he means
Even as he draws you nearer
Sees himself in the mirror
I think, How did he get in those jeans?""
Yeah, yeah

You know I met him at a distance
Required no assistance
To want to make Bobby my own
Then he opened up his mouth
Things quickly went south
Now, how do I make Bobby go home?
Yeah, yeah

And now you get to be excused
Of all the childish abuse
But I still stand accused
You know it doesn't even matter now

Although I may be shameless
This time I know I'm blameless
Yet somehow I'm still on the hook
'Cause when a breakup's on the table
The lady's always called unstable""
So don't go givin' me that look
Yeah, yeah

And now you get to be excused
Of all the childish abuse
But I still stand accused

I really thought that I had learned the game
You were my fourleaf clover
You make a move and then I do the same
I should have taken it much, much slower
It should have ended before it was over

And now you get to be excused
Of all the childish abuse
But I still stand accused
And now you get to be excused
Of all the childish abuse
But I still stand accused
You know it doesn't even matter now"
